text,label
"As is frequently the case when Manga is translated into live action, there is quite a bit lost in the translation. However, this remains a highly entertaining film. The premise is unusual and it is presented in the quiet, understated style so prevalent in Japanese films (ha!). The special effects are a little 70s camp but, it adds to the comic book feel of the film. I wouldn't recommend this film to everyone but, if you are familiar with (and enjoyed) other Japanese horror films like ""Evil Dead's Trap"", this film will appeal to you.",1
"How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.",0
"If it weren't for the editing out of curse words and a superimposed blur when one character give another the finger, it would be easy to mistake this low-budget snoozer for a Sci-Fi channel pilot. The plot about the government's attempts to destroy a group of telekinetics it originally trained as military weapons ends ambiguously enough with the hero, himself gifted, in pursuit of a telekinetic survivor bent on revenge. Alas, the movie is talky, boring, predictable and even devoid of interesting special effects. Top-billed Louis Gossett, Jr. has a minor role as the evil government bureaucrat who originated the program and now wants to eliminate all traces. He walks through the part and it is hard to understand why he bothered. Other members of the cast do a decent job with a script that demands little.",0
"Only seen season 1 so far but this is just great!! A wide variety of people stuck on a island. Nobody are who they seem to be and everybody seems to have loads of skeletons in their closets .... it sounds like Melrose Place meets the Crusoe family and why is that so great ? It probably is not but then ad a spoon full of X Files, a dose of ""what"" ?? and a big ""hey"" and a island that is everything You ever dreamed of - in Your freakiest nightmares and You'll be Lost to. The story got so many twists and turns it is unbelievable. Great set up, solid acting with a liberating acceptance that at the end of the everybody is human (well almost everybody ... I think ...)with good and bad sides. But weird oh so weird ...",1
"I had the distinct displeasure of seeing this movie at the 2006 Vancouver International Film Festival. I have been attending this festival for over 5 years, and I have certainly seen some poor movies on occasion. However, 'First Bite' has reached a brand new low in film. In spite of being shot in beautiful locations, with the occasional, exquisite close up of fabulous food, the movie contorts an excessive number of plot twists and stilted characters until I was practically begging for it to end.<br /><br />The lead actor, David La Haye, completely failed to show any character development throughout the movie, portraying a pompous chef from beginning to end. Additional sub-plots, such as eating disorders, were developed so poorly and completely did not fit within any context that the movie had shown up to that point.<br /><br />A theme of mysticism was used as a poor attempt to conceal a movie that achieves nothing, goes nowhere, and completely disappoints.",0
"A weird, witty and wonderful depiction of family life! Writer Andrew Marshall has written something that is funny, foreboding and occasionally frightening! Yes, don't be fooled by 2point4 children's cheerful tune and bubbly characters; the show has a dark side, and at times can be quite chilling. And that's what's so good about the show, it's not just a simplistic sitcom where every character is a 2D comic device (the case with My Family). Instead the characters are fully rounded individuals that show the full roller-coaster of human emotions. The occasionally dark moments such as Bill being supposedly haunted by a curse and Ben waking up in a bizarre village are two examples of the show taking a surreal, dark turn, that help add a little depth. Of course the show is also incredibly funny, and is a guaranteed to make you smile. It's a real shame Eureka Video have stopped releasing this comical gold on DVD. Veoh.com is your last hope to get hold of episodes unavliable in the shops.",1
"Bring Back The A-team was a hour- long special screened on Channel 4 in the UK of last year and hosted by presenter and comedian Justin Lee Collins, the show attempted to track down and reunite the fellow cast members of the A-Team together, for the first time ever on TV. This has been something which has never been attempted before by anyone. Well, not by anyone that I know of, that is.<br /><br />Justin makes a great presenter, and his eccentric personality and humorous banter shone throughout this programme. The attempts he makes in getting hold of the cast members is ever so funny, but also he was very persistent and eager to fulfil this task too, which is a credit to him i'd say. Mind you, he is great on TV anyway- be it by presenting a show such as this, or the Friday Night Project with his co-host, Alan Carr.<br /><br />There were appearances and interviews with Dirk Benedict- the Faceman himself, Dwight Schultz- aka Howling Mad Murdock, Marla Heasley who played Tawnia Baker, Jack Ging aka General 'Bull' Full Bright, the creator of the A-team, Stephen J Cannell and the big man himself, Mr T aka BA Baracus. They were just fascinating to watch and hear what they had to say about the programme that became a global hit during the 80s, as they reminisce and relive the good and bad moments of the show: both during and behind the scenes. Unfortunately, no George Peppard but of course he is already in heaven, understandably and strangely enough no Melinda, who played Amy.<br /><br />I just didn't understand why she wasn't featured in the show. Okay, she was axed after 3 seasons or whatever, but she was the first and original female member of the A-Team- only to be replaced Marla's Tawnia and so it would've been great to see and hear her side to the A-team story, in addition to the other cast members.<br /><br />All in all, Bring Back The A-Team was a great documentary style of show. Perhaps, this could've been spread out more by means of which this could've been a six-part documentary. But nonetheless, this was a great effort on the part of JLC. Recommended",1
"Although it's been hailed as a comedy-drama I found ""Crooklyn"" to be mostly depressing. It's hard to imagine how Spike Lee could look back affectionately on so much chaos, petty cruelty, irresponsibility and mean-spiritedness.",0
"""And All Through the House"" is a special crypt episode not only because it's from the first season, but this episode was the first one I saw! I remember as a young man being on vacation with my parents that summer in 1989 in our hotel room in South Carolina on HBO I saw this episode and I was buried to the Crypt right then and forever! I had always been a fan of horror-suspense series and liked monster movies, and with this series started by HBO I again had fearful pleasure. This episode being the first one I saw is memorable for me and one of my favorites, it's just so enjoyable with a nice twist. ""And All Through the House"" has a nice cozy setting on a snowy Christmas Eve, which is a perfect way to get you relaxed for holiday chopping! Well anyway you have Mary Ellen Trainor(who by the way plays in several warner brothers works, usually small parts) as a greedy philandering wife who takes care of her hubby while waiting on some money and a new romance. Only like most horror series things take a turn for the worst and bad people get what they deserve. The odds are greatly stacked when a maniac dressed as Santa escapes from a local nut house, making for a late holiday chopping on Christmas Eve! As from the old E.C. comic lessons, you learn bad people get what they axe for! Well this tale ends with a perfect holiday scream! Also this tale was in the 1972 movie and featured Joan Collins, this is without a doubt one of my favorites and probably one of the classic crypt episodes of all-time!",1
"When I first saw this movie I was only a little kid and I fell in love with it, they really don't make movies like this anymore,I just watch this again now slightly older and still love it. <br /><br />The Humour is perfect and fits into the movie really well, all the gags are kind of childish but will make adults laugh as well,and in a kids movie is really very rare. <br /><br />The Animation is amazing and to watch hand-drawn animation is a real breath of fresh air to all the computer animation we see today. The Backgrounds are stunning and the coloring is amazing.<br /><br />The Characters are just the kind of characters that you fall in love with the moment you start watching girls will think the Chipmunks are adorable and Guys will think the Chipettes are really kinda sexy.<br /><br />The Songs are fun to listen too and some just really make you wanna cry or get up and dance, its also fun to watch visual humor to go along with them. <br /><br />The Voice Acting is great no doubt even if most of the voice acting is high pitch, but an interesting thing popped up and it one of the songs from this movie but the slowed down to show the real voices behind them and its really kinda fun to watch. <br /><br />If you see this movie in a store or somewhere to rent I say check it out it's really worth seeing and is a perfect family movie its absolutely amazing, words can not express this movie.",1
"I am at a distinct disadvantage here. I have not seen the first two movies in this series, although I have seen a lot of Larry Cohen films. Fans of the series seem to think this is a good film. Judging it on it's own, it was pretty boring.<br /><br />You never get a real good look at the maniac cop's (Robert Z'Dar) face, but what I did see was pretty grim. The death scenes seem to be staged to eat up the most film, not to give any thrills. Maybe if I saw the NC-17 Director's Cut, I may be more impressed.<br /><br />The ending with the car chase with Z'Dar, Caitlin Dulany, and Robert Davi was pretty intense. best part of the movie.",0
"Many mystery stories follow the standard whodunit path: murder most foul, gathering of clues, gaggle of possible perps, sprinkling of red herrings, and inevitable showdown between clever evildoer and even more clever crime solver.<br /><br />""Forgotten"" abandons the well-trod and gives us complex characters who may or may not have committed terrible acts. The fact that at the end of three episodes we have no easy answers and no neatly-tied package might frustrate some, but for me it was the indication of an intelligently crafted tale which probes, disturbs, and haunts with the question: What does an evil person look like?<br /><br />Excellent acting and production combine to make a mystery not easily... forgotten.",1
"This is easily the worst, most offensive piece of crap on TV. I'd love to completely ignore it but Fox has stuck it into their Sunday lineup, forcing me to find something else to watch between American Dad and Family Guy. The dink-head male star guy is just about the least evolved, pathetic excuse for a human I have ever seen on TV. Nothing on the show is remotely funny and pretty much everything on it has been done already and much better by other shows.<br /><br />It's obvious that their strategy is to ram it deep and hard into the Sunday schedule and hope someone starts liking it... but I have to break it to ya, Fox, thats the wrong hole. The scam not worked on me - I simply look elsewhere - but come on, you freaking boneheads, this show freaking SUCKS, and it sucks even worse when compared to the rest of the Fox Sunday lineup.<br /><br />THEY CANCELLED ARRESTED DEVELOPMENT FOR THIS STEAMING PILE?",0
"My first Mamin film, saw it on IFC long ago, and LOVED it. It seemed absolutely artistic, original, fun and hilarious. Not a moment in the film let me down or made me bored, and i was laughing a lot or had a smile on my face. I mean this movie is truly funny. But here's the catch: it's also very artistic and creative - if you don't know Yuri Mamin (probably, sadly, because so many of his GREAT films aren't available here) he has a very original style like no one else's, and for me this isn't even my favorite film of his (right now it's the insane (""Saideburns/Bakenbardy""). Also, i have to say as a Russian, this film is great because you really do see what Russians are like. And this is possible because this is a true Russian film to me, NOT a foreign film trying to be American or trying to appeal; Mamin did not sell out (nor has he since, Gorko (1998) was as good if not better. This is true Russian style filmaking that came out of communist Social realism.<br /><br />If you liked this film, i think you have a very high chance of loving Mamin's other films, in fact i like quite a few of them more than this one. I guess this one is his most accessible film. A similar film is Fountain, taking place 6 years before during perestroika, it has the same actor in the leading role, and more of Mamin's regulars who you will recognize from Window to Paris; this one has one supernatural twist in the end but is mostly a realistic comedy, a great one. Viva Mamin, hopefully Criterion will hook all of his movies up one day, he's still working, and his catalog is so great! See any of his films if you can.",1
"Wasted is just that, a waste of time. MTV is churning out made for TV movies at quite a clip nowadays. A friend of mine recommended this and i rented it, needless to say i will not be pursuing anymore recomendations from her anytime soon. This movie shows the rollercoaster of drug use. The problem is, you really don't care about any of the characters due to lack of believabilty and their own self discipline. This movie is in a word, annoying to watch, from the terrible camera angles to the quality of dialogue and pacing. The 'digital' format tries for realism, but comes up distracting. If you want a true scope on drug use watch Requiem for a Dream.",0
"The only reason that I did not give this 10 stars was the DVD format-no menus, extras, etc. However, if you have ever had a dream to do something with your life, this film is for you. If you believe in yourself and your dream do not let anyone or anything stop you. This is one of the most life-affirming films that I have ever seen. And magical. The acting is superb, the plot serves the purpose, and the opening sequence is fantastic. This is one of those films that ""cult"" status used to be about. I have recommended this film to all of my friends. Some love it, some can't finish it. Whenever I think, or feel , that something is impossible I think about Alan Arkin's role in this film. Sure wish he'd make more films.",1
"The first time I watched this movie I was ten years old. I thought it was bad then, and at that age I had no cinematic taste whatsoever. I watched this movie on Cinemax about 3 days ago and was reminded why I hated the movie in the first place. Madonna's character, Nikki, is annoying and obnoxious. There's no way that the main character would ever fall in love with her. The jokes were corny and the dialogue was worse than a t.v. soap opera!! I'm glad that I didn't see this movie at the theatre, or rent it. I feel bad for my parents who had to endure watching it with me! Madonna is not necessarily a bad actress, but in this role she is portrayed as a complete idiot.",0
"Did Beavis and Butthead make this movie? It is just that bad. Truly an uneven and unfair portrayal of ""bad"" vs. ""good"" in the wine world. Did you notice the filmmaker trying any of the wines from the featured protectors of individual wines and terroir. The camera work is dizzying at best while the content may put you to sleep before long. This is not insightful journalism. What I got from this movie was that the filmmaker was trying hard to make a point about the globalism of wine by showing, for example, that the Mondavi family owned wineries in all parts of the world. Okay, that is a good start. So, how do these wines compare? Does the Mondavi Napa cab taste like their Italian wines. We never find out because no one in the film comments on this. Instead, there is a lot of innuendo about Nazi's and fascism. Well, those things don't grow grapes. Hmmmm.",0
"There is something about Doug McLure's appearance in a movie that is a warranty of wretchedness. His DG initials are like a special cinema-certification, that comes somewhere before 'U'. <br /><br />Cushing, on the other hand, seemed to suffer from both a dilatory agent and poor judgement of his own. He did excellent work in the Hammer movies as Dr Van Helsing. I'v seen him do a very passable Sherlock Holmes in 'Hound Of The Baskervilles'. And his magnum opus was probably Grand Moff Tarkin in the first 'Star Wars'. The only man but the emperor who could tell Darth Vadar to 'stop bickering' and get away with it. But - crikey! - he's done some turkeys. There was that lamentable 'Daleks' movie for one. And here's another.<br /><br />There's a machine that's been hijacked from Tracy Island. It's a cylinder with a screw at the front and traction devices at the sides. I'm surprised Jerry Anderson didn't sue for plagiarism. Maybe he was bought-off. Yet if the movie is any guide, they can't have paid him much.<br /><br />It's 1976 and we're still playing about in latex romper-suits. <br /><br />That's about it really. Some movies have an entertainment value in the 'so bad it's good' category. This one doesn't even manage that. It wouldn't even entertain kids. 'Crash Corrigan's' stuff from the 1930's has got more going for it.",0
"SPOILERS: I'm always surprised at how many people gave this game good reviews. It was awful. The script and voice acting alone ruined it. Gabriel and Grace are the most unlikeable characters in the game. You almost pray for their deaths. And worst of all, there are less vampires in this game than there were werewolves in The Beast Within.<br /><br />The lack of real vampires was incredibly disappointing. If you're expecting some kind of Anne Rice style vampire story, forget it. This game's story has very little to do with vampires. You won't even see any till about the very end and even then, you won't get to fight them.<br /><br />The story has radical, and pretty much blasphemous, views of Christianity. I'm amazed it got off the drawing board. I'm not even Christian and I found it offensive. Mostly, the story centers around a search for The Holy Grail and buried treasure. The kidnapping of a royal baby, which should have been the focus, really gets pushed aside. There is no sense of urgency for Gabriel to find the baby. In fact, he almost never asks anyone about the baby after the first few time blocks.<br /><br />The graphics are pretty bad. The characters move about at a snail's pace even on the best of systems. They are chunky and outdated. And it's hard to go from the FMV of The Beast Within to this horrible game engine for Blood of the Sacred.<br /><br />The relationship between Gabriel and Grace takes an awful turn, too. I really don't know why it was so horribly rushed, but they do sleep together. And it's not fun. Gabriel spends most of the game telling his best friend Mosely how he thinks of Grace as more of a sister and he doesn't think she's the one for him. And he seems really grossed out that they slept together. But he's so unlikeable throughout the game, that you almost don't even care at that point. His dialogue was the worst in the game. And he was constantly making stupid sexual innuendos at anything female the entire game. By the end of the game, Grace leaves him with what appears to be a Dear John letter. I guess she was as fed up with him as most of the players were.<br /><br />I found the story to be annoying and boring. I was expecting to play a story of a royal baby who was kidnapped by vampires. And I was expecting to get to see and fight vampires, maybe even have Gabriel or Grace turn into one. But no. Instead, the story focused on the author's warped vision of Christianity. What a shame. Here they had the elements for a great adventure, and instead we got this.<br /><br />For me, the only interesting parts of the game were actually at the very end. We do get a few action style puzzles at the end. But it wasn't worth suffering through the entire game to get to them.<br /><br />I can't really recommend this game. I had gotten it back when it came out, years ago, and I hated the game engine so much that I shelved it for years. I only recently dusted it off to see what I'd been missing. And now, I'm very sorry that I did. My favorite characters were ruined. I hope there will be a fourth game just to redeem the series. And I hope they get it right next time. It would be a terrible shame to end the series with this installment.",0
"I would just like to say, that no matter how low budget the film is, it needs to be shown throughout this world the point to these movies. We don't read that much anymore, instead people want to see movies. Having this series out on DVD, has made me want to read the whole series, and want more. PLEASE MAKE ALL 8 MOVIES. Please don't change any of the characters either, it ruins the effect. Because I have grown to love the actors who have played the characters. PLEASE MAKE ALL 8 MOVIES. I want to see the message, and watch the message that these books and now movies are here to portray. We don't get that enough anymore. AWESOME JOB!!!",1
"Annie's wig does not look good. she is not cute and pretty enough to play Annie. Annie sticks out in the movie, as her outfits look like Halloween costumes. terrible acting and terrible plots. This movie is such a change from the 1982 version. I think that a younger and smaller girl should have had the lead role. Ashley Johnson portrays a very boyish Annie. Not appealing at all. At least the casting director got it right with Daddy Warbucks. Ms. Hannigan was also miscast. Camilla Belle played Molly alright. ""Warning"" this movie might insult your IQ so you might just want to only show it to very young children. 8 and younger. Some of the plots are too fictional and could hardly take place in the real world.",0
"Much better than expected. Good family flick - catch it on reruns. The whole is more than the sum of its parts. Paul Giamatti chews up the scenery - he has way more talent then the role deserves. A treat to watch Inspector Uhl from ""The Illusionist"" go over the top. The blue man scenes had my 11 year old in stitches. The cameos were particular fun for the parents - nice to see Lee Majors and Urkel (umm, Jaleel) again. It's going to be tough to think up 10 lines for this film , but let's hear it for a movie that promotes honesty between a child and their parents! Amanda Bynes does a fine job when she gets to be part of the sting. I normally can't stand Frankie Muniz but he is just fine here. Hats off to the casting director - if only for hiring Giamatti!",1
"Plodding, maybe that should have been the title. Bad dialogue delivered at a snail's pace. All the characters are single dimension with the exception of one. Unfortunately, that character has some of the worst lines and does not seem to fit into this cliché ridden two- hour drag. Having grown up in the seventies, this film is seriously lacking in detail, atmosphere and authenticity. Surprisingly, this was produced by Kelsey Grammar, someone who should recognize sharp dialogue and a consistent narrative in a script. Cameron Richardson is about the only element that lights up this film. Robin Trower's music is also a welcomed addition.",0
"OK here is how I do this. I grade movies on 10 components. Each component will inherently start with 5 points. It can then lose or gain 5 points for a possible 10 or 0.<br /><br />Mood: Action, Romance, Comedy, Drama, Suspense - I give this component 10 points. It had a perfect balance of all five aspects. The Action was fun and exiting. The Romance was not overdone, but still very emotional and moving. I laughed hard and long throughout the movie and still I was captivated by the fantastic drama, and riveting suspense.<br /><br />Plot - I give this component 10 points. I thought all the good fairy tales had already been told. I found my self, sitting in the theatre, returned to my childhood, and in that instant I again believed in unicorns, wicked witches, and falling stars that make dreams come true.<br /><br />Cinema Photography - I give this component 8 points. While the movie captured the story very well in the majority of the angles, I found my self more than once trying to figure out what happened just off camera.<br /><br />FX - I give this component 10 points. I love that they used C.G.I. sparingly. The epic scenes were believable. The magical powers were frighteningly realistic. All in all less is more, and this had it ALL! Cast - I give this component 10 points. No names and seasoned actors alike, the cast was amazing! Michelle Pfeiffer was wonderfully wicked, Charlie Cox made Tristan come to life, Claire Danes gave emotion to the stars, and I will never look and Robert De Niro the same again.<br /><br />Acting - I give this component 10 points. Even the newbie actors played their rolls to perfection. Once again, I will NEVER look and Robert De Niro the same again.<br /><br />Character development - I give this component 9 points. This felt a little rushed and I think if the movie had been a bit longer they could have done the characters a little better justice.<br /><br />Dialogue - I give this component 10 points. The dialogue was smart, witty, fun even the mush had good dialogue.<br /><br />Score - I give this component 7 points. I can honestly remember only one small piece of music from the entire movie. I am not complaining beyond the fact that the music could be more memorable.<br /><br />Ending - I give this component 9 points. Almost perfect ending! I feel that certain aspects of the ending should have been more pronounced, while others could have been more subdued, but no threads were left untied.<br /><br />Total: 93% Buy the DVD? HEL YES! See it in the Theatre? Most definitely! Bottom Line: Excellent movie for everyone! EPIC! I strongly recommend seeing it in the theatre, I know I'll be going back for seconds!",1
"The special effects of this movie are, especially for its time, laughable and used in such an over-emphasized way that you can't deny their terrible existance.<br /><br />The acting redefines the term ""terrible overacting"" at the hands of Meg Foster and Richard Joseph Paul, where julie Newman and Andrew Divoff just redefine ""bad"".<br /><br />***spoilers***<br /><br />The charm in this movie can be found in two things: First is the excellent casting of Carel ""Lurch"" Struycken as the mysterious psychic Gaunt, who can sense where and when people will die and is always there.<br /><br />The second are original finds, the combination SF-Western is obviously original, if terrible, but other finds are more original, like the gunman Zack Stone being able to sense the pain of the people he shoots (though his acting falls short here).<br /><br />Overal...don't see this movie, except if you love that ol' hunk-o-brutal Carel Struycken, as any self-respecting Dutchman should.",0
"A kinda remake of PLANES TRAINS AND AUTOMOBILES in a lot of ways.i think,i think it's such a bad and sad coincidence that both John Candy and Chris Farley left us When they still had a lot of stuff to do.God bless them both,i think the plots of 2 movies are really similar,Road Trips of two different poles of characters,and a lot of unlucky consequences because of the Chubbies, This movie can not be Planes trains and Automobiles but its a really entertaining movie especially with the great performance of Chris Farley, The missing part in this movie is the touchy stuff if we compare it with Candy&Martin Classic,but i think its better this way",1
"A fantastic Arabian adventure. A former king, Ahmad, and his best friend, the thief Abu (played by Sabu of Black Narcissus) search for Ahmad's love interest, who has been stolen by the new king, Jaffar (Conrad Veidt). There's hardly a down moment here. It's always inventing new adventures for the heroes. Personally, I found Ahmad and his princess a little boring (there's no need to ask why John Justin, who plays Ahmad, is listed fourth in the credits). Conrad Veidt, always a fun actor, makes a great villain, and Sabu is a lot of fun as the prince of thieves, who at one point finds a genie in a bottle. I also really loved Miles Malleson as the Sultan of Basra, the father of the princess. He collects amazing toys from around the world. Jaffar bribes him for his daughter's hand with a mechanical flying horse. This probably would count as one of the great children's films of all time, but the special effects are horribly dated nowadays. Kids will certainly deride the superimposed images when Abu and the genie are on screen together. And the scene with the giant spider looks especially awful. Although most of the younger generation probably thinks that King Kong looks bad at this point in time, Willis O'Brien's stop-motion animation is a thousand times better than a puppet on a string that doesn't even look remotely like a spider. 8/10.",1
"Well, this stripped my nerves raw, they got that right. I first rented this movie back in the 80's, when my friend opened a video store that carried every rare movie he could find. He also carried all the shock, horror, and exploitation movies he could dig up, and I went through almost of all them. Previously I had seen Blood Feast and 2000 Maniacs, and the Wizard of Gore. They were gruesome (especially for the time period), and the Wizard of Gore got pretty nasty. The Gore-Gore Girls, however, was the one I remember as being the most disgustingly gory.<br /><br />I rented it on DVD a little while ago because I wanted to hear the commentary, and thought it might have some cool dancing and clothes. I forgot that it was made in the early 70's, so fashion had kind of gone downhill by then. I also realized this was a movie I didn't really need to see more than once. It had amusing parts, but gaaaah! It was much more disgusting than I remembered. I'm very jaded to movie gore but a couple of times I just got too grossed out and had to look away. This wasn't a good choice of movie to put on DVD all crisp and cleaned up with better sound and picture quality. The commentary is amusing in parts, and interesting (I think HG said the budget was $6100.00) Maybe HG Lewis wasn't feeling well that day, but he sounded tired overall and also had the nerve to get offended when the interviewer from Something Wild compared him to Ed Wood Jr. Sorry pal, but you're not exactly Martin Scorsese yourself.<br /><br />The extremely thin plot is about a series of murders of topless go-go dancers in strip clubs. A cute reporter and a really unattractive private detective team up (sort of-he can't seem to stand her) to try to solve the crimes. Henny Youngman owns a strip club. A bunch of really ugly murders happen.<br /><br />I'm going to apologize in advance because I don't want to sound like I need to lighten up, but this movie was so misogynistic it p***ed me off more than ""Company of Men"". Mainly because the main character's and the director's extreme dislike for females- and the audience- just oozes from every frame. It's not just the murders. The highly unattractive detective goes out of his way to treat the female reporter like dog dirt at every opportunity, for no apparent reason, (he's not exactly a threat to George Clooney, like I said) and she still follows him around like a puppy. She faints upon seeing a horribly mutilated body and he looks distastefully at her, then pours cold soda from a can onto her face to wake her up. Later he calls the police to report the crime- ""No...no hurry...she just seems to have...lost face."" This guy is THE HERO. You can imagine how the other characters feel about women. I could go on and on but you get the idea. Please note that I am making this movie sound much more politically correct (and much more fun) than it actually is.<br /><br />Most of the cast are the type of actors you pray will never take their clothes off- not too easy on the eyes, so don't watch the movie just to see the nudity unless you're not too picky. The go-go dancers all look like they desperately want to have the scene end so they can get their $10 or whatever the going rate HG paid them was and get their drug fix. OK, it's not quite that bad, there was one dancer that looked like she might have been a pro and also one other cool dancer with a huge afro that didn't look as miserable as the rest, but still not too thrilled. The only slightly entertaining things were a couple moments of brief unintentional humor, such as when a policemen in charge at a murder scene angrily yells ""Get outta here before I have you all arrested!"" not to a bunch of reporters but to some other policeman calmly going about their work (they mutter and stroll off, though). Henny Youngman is kind of funny though, like Lewis says, he said his lines so fast that they almost needed subtitles (I'm sure he was trying to get the whole day over in a hurry so he could get paid and get the hell out of there, though he doesn't look like he minded watching some naked chicks).<br /><br />Might be worth seeing just out of morbid curiosity- for the era the movie was made, it was probably the most gruesome thing on film at the time- or if you're really big HG Lewis fan and find him or low-budget film-making by anyone fascinating. Otherwise, if you've seen it once, you've seen it and can move on to other disgusting but much more entertaining low-budget movies from the early 70's...this movie doesn't even come close to, say, ""Pink Flamingos"" when it comes to the skip-the-popcorn factor. If you've never seen an HG Lewis movie, I recommend you try ""Blood Feast"" first instead, you'll have a much better time.<br /><br />",0
"The one who says that Lucio Fulci is not one of the most important names in the history of splatter is probably mad.The Italian director is a legend among hardcore-horror fans,and his work exceeds the barriers of the genre(who can forgot his western,crime or fantasy flicks).This is probably his goriest film,and unfortunately one the last.A horror director(Fulci as himself) starts hallucinating about gruesome murders.He goes to a psychiatrist,who makes him believe he is the criminal.In this time,the doctor begins a long chain of serial crimes.With such a plot,the movie should have been filled with something.And there are roting corpses,crashed or melted heads,stabbings,decapitations,chainsaw dismemberment and many others.Kind of boring sometimes,the film is saved by the excessive violence that will definitely please the gore addicts.",1
"One more of those brilliant young men who went all out and dared to make a teen romance film( can i actually call it that?- it would invoke the devil out of its fans)on a micro budget but packed with such taste, sensitiveness and maturity. Peter Sollett- you deserve more admiration and respect.Thanks once again for demonstrating to the powers that be in the ""industry"" that stereotypes can be flushed down the toilet. One location,a handful of rich characters, low budget,good acting(and that too amateurs),decent lighting - worshippers of true indie cinema should watch more of this and STOP watching...well...you know what.",1
"I really looked forward to seeing Nana after seeing Renoir amazing debut work, Whirlpool of Fate. I had read that Nana was generally considered his best silent film so I had high hopes. Sadly this felt like a huge step backwards.<br /><br />Catherine Hessling is the main problem with this film. Her acting is over the top, even for a silent film. Her acting is more like what one would expect in a film from the early teens, not the late 20s. She usually has the same face, which reminds me (sorry to say) of someone with constipation pains. It was also very difficult to believe that any man would fall for this femme fatale. There was nothing charming about her at all.<br /><br />The film was also quite long drawn, the camera work was uninteresting (aside from a shot of a horse race) and the editing was dull. The story reminded me of Pabst's Pandora's Box. It is interesting to compare the two because there are only 3 years between these films. Pandora's Box simply scores on every level where Nana fails.<br /><br />This film is only for Renoir completists or very serious silent films buffs.",0
"That was definitely the case with Angels in the Outfield. It was on TV last night and I believe I hadn't seen the film since my sophomore year in high school and I'm now in my 4th year of college. Although the film has many flaws, it is just so touching that you can't help but sit down, watch it, and enjoy yourself. It is also hilarious. Danny Glover's ranting is just so over the top that you can't help but laugh out loud at him at most time. It adds to the film and I'm sure it's exactly what the director wanted. You actually feel for the characters in the film even though the development isn't the best. A must see. I highly recommend.<br /><br />8/10",1
"Spoilers Following: I picked up the book ""Evil Angels"" when it first came out knowing nothing of the case. Just to give the press and the Austrialian people a break here, I was quite far into it before I began to question the Chamberlain's guilt. The author obviously intended the reader to understand why the public jumped to the conclusions they did. John Bryson told the story just as it was presented to the jurors (and picked up by the press) of the arterial spray, the actelone (??) plates, Dr. James Cameron's certainty that the collar was cut with scissors, that a baby could not be taken whole from her clothes with the buttons still done up, bloody hand print, etc. all quite convincingly. After all, these were experts in their fields who were testifying with no apparent reason to lie, and the fact that the evidence was completely wrong wasn't apparent to me at all. It was also highly technical evidence, difficult for a layman to understand. To this point, beyond some hearsay testimony in the trials, hardly anyone had ever heard of a dingo attacking a human; people didn't believe it was possible. The public was suspicious of the Seventh Day Adventists, whose origins made them appear to be a cult, and all sorts of wild beliefs about them contributed to the appearance of guilt. Were it not for dedicated, selfless lawyers who worked relentlessly to investigate and counter the trial testimony, finding Azaria's clothes later would not have been enough to get Lindy out of jail. The book shook me for that reason, and I've been reluctant to come to a conclusion about anyone's guilt ever since (excepting OJ of course). I was thrilled that a movie was going to be made about the case and don't think it could have been done better. I've always liked Sam, who I could identify with completely, and Meryl was perfect as always. Beautiful photography, haunting music. I think it's not only a very good, but a very important, movie. Too bad it didn't receive more publicity at the time it was released.",1
"The events of September 11 2001 do not need extra human interest in the shape of following the training of the rookie fireman or the progress of the two French brothers. In my view it would have been better to leave this out. I think the directors tried too hard, perhaps they felt that the events of the day needed a story as a backdrop. The comment of one of a policemen - ""this aint f***ing Disneyworld"" is apt.<br /><br />Nevertheless it is compelling viewing for the depiction of the events. The filmakers were in all the right places at the right times, no other footage from the day matches what they shot.",1
"The hysterical thing about this movie is that, according to the director, it has difficulty finding a distributor in the U.S. because most of them that viewed it couldn't reconcile the seemingly conflicting messages of Christianity and American angst. The thought of anyone seeing this as a religious film in anyway is laughable.<br /><br />Because a minister at a mission prays with the homeless or wishes someone ""Godspeed"" this makes it a ""Christian"" movie? One could interpret that it is actually mocking religion for in the ""Land of Plenty"" with all of its material excess, the best an organized mission can do is hand out a bowl of soup and a bible verse. Plenty of unfortunate or downtrodden maybe? Plenty of useless homeless missions? How about plenty of psycho Vietnam vets? As a pill-popping delusional survivor of agent ""pink"" are we to think America is a ""Land of Plenty"" of paranoid patriots? Maybe we have plenty of psychiatric patients? Certainly we don't have plenty of people concerned about Palestine politics based on the main characters phone conversation in the film. Of course if you worked in a German homeless shelter the unfortunate there would be much more concerned about peace in a distant land than their own personal survival as the world knows how Europe is the ""Continent of Plenty"" when it comes to sophistication.<br /><br />Indeed I agreed with the title in the end as the United States is the ""Land of Plenty"" and in this particular case it refers to the abundance of poor scripts, amateur acting and dispassionately directed films. Life is too short and one, even an American, doesn't have ""plenty"" of time to waste watching this piece.",0
